relation,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NDUFV2,gene,NDUFV2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NEDD1,gene,NEDD1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NEDD8,gene,NEDD8,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NEDD8-MDP1,gene,NEDD8-MDP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NELFCD,gene,NELFCD,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NELFE,gene,NELFE,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NFE2L2,gene,NFE2L2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NFRKB,gene,NFRKB,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NFS1,gene,NFS1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NFU1,gene,NFU1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NFYC,gene,NFYC,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NGDN,gene,NGDN,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NHP2,gene,NHP2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NHP2L1,gene,NHP2L1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NIP7,gene,NIP7,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NKAP,gene,NKAP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NLE1,gene,NLE1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NLRC3,gene,NLRC3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NMD3,gene,NMD3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NME6,gene,NME6,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOC2L,gene,NOC2L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOC3L,gene,NOC3L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOC4L,gene,NOC4L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL10,gene,NOL10,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL11,gene,NOL11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL12,gene,NOL12,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL6,gene,NOL6,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL7,gene,NOL7,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL8,gene,NOL8,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOL9,gene,NOL9,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOLC1,gene,NOLC1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NONO,gene,NONO,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP10,gene,NOP10,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP14,gene,NOP14,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP16,gene,NOP16,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP2,gene,NOP2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP56,gene,NOP56,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP58,gene,NOP58,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NOP9,gene,NOP9,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NPC2,gene,NPC2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NPDC1,gene,NPDC1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NPM1,gene,NPM1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NR2C2AP,gene,NR2C2AP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NRBP1,gene,NRBP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NRDE2,gene,NRDE2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NRF1,gene,NRF1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NSFL1C,gene,NSFL1C,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NSL1,gene,NSL1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NSMCE1,gene,NSMCE1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NSRP1,gene,NSRP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NSUN4,gene,NSUN4,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUBP1,gene,NUBP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUDC,gene,NUDC,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUDCD3,gene,NUDCD3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUDT21,gene,NUDT21,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUF2,gene,NUF2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUFIP1,gene,NUFIP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP107,gene,NUP107,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP133,gene,NUP133,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP153,gene,NUP153,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP155,gene,NUP155,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP160,gene,NUP160,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP188,gene,NUP188,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP205,gene,NUP205,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP214,gene,NUP214,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP37,gene,NUP37,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP43,gene,NUP43,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP54,gene,NUP54,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP62,gene,NUP62,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP85,gene,NUP85,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP88,gene,NUP88,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP93,gene,NUP93,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUP98,gene,NUP98,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUPL1,gene,NUPL1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUPL2,gene,NUPL2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUTF2,gene,NUTF2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NUTM1,gene,NUTM1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NVL,gene,NVL,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,NXF1,gene,NXF1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OAZ3,gene,OAZ3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OGT,gene,OGT,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OIP5,gene,OIP5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OPA1,gene,OPA1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,ORAOV1,gene,ORAOV1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,ORC1,gene,ORC1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,ORC2,gene,ORC2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,ORC5,gene,ORC5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OSGEP,gene,OSGEP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OSTC,gene,OSTC,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,OXA1L,gene,OXA1L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PABPN1,gene,PABPN1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PAF1,gene,PAF1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PAK1IP1,gene,PAK1IP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PAK2,gene,PAK2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PALB2,gene,PALB2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PAM16,gene,PAM16,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PARS2,gene,PARS2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PBRM1,gene,PBRM1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PCBP1,gene,PCBP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PCF11,gene,PCF11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PCID2,gene,PCID2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PCNA,gene,PCNA,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCD11,gene,PDCD11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCD2,gene,PDCD2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCD5,gene,PDCD5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCD6IP,gene,PDCD6IP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCD7,gene,PDCD7,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDCL,gene,PDCL,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDE12,gene,PDE12,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDHA1,gene,PDHA1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDLIM5,gene,PDLIM5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDSS2,gene,PDSS2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PDZD11,gene,PDZD11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PELP1,gene,PELP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PES1,gene,PES1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PET100,gene,PET100,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PET112,gene,PET112,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PET117,gene,PET117,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PEX1,gene,PEX1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PFDN1,gene,PFDN1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PFDN2,gene,PFDN2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PFDN5,gene,PFDN5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PFDN6,gene,PFDN6,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PGD,gene,PGD,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PGGT1B,gene,PGGT1B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PGK1,gene,PGK1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PGPEP1,gene,PGPEP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PGS1,gene,PGS1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PHAX,gene,PHAX,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PHB,gene,PHB,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PHB2,gene,PHB2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PHF5A,gene,PHF5A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PHF6,gene,PHF6,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PI4KA,gene,PI4KA,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PIBF1,gene,PIBF1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PIGG,gene,PIGG,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PIGT,gene,PIGT,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PIKFYVE,gene,PIKFYVE,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PIP4K2C,gene,PIP4K2C,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PKMYT1,gene,PKMYT1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PKN2,gene,PKN2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PLEKHJ1,gene,PLEKHJ1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PLK1,gene,PLK1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PLK4,gene,PLK4,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PLOD3,gene,PLOD3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PLRG1,gene,PLRG1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PMF1,gene,PMF1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PMF1-BGLAP,gene,PMF1-BGLAP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PMPCA,gene,PMPCA,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PMPCB,gene,PMPCB,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PNISR,gene,PNISR,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PNN,gene,PNN,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PNO1,gene,PNO1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PNPT1,gene,PNPT1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLA1,gene,POLA1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLA2,gene,POLA2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLD1,gene,POLD1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLD2,gene,POLD2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLD3,gene,POLD3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLE,gene,POLE,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLE2,gene,POLE2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLG2,gene,POLG2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLN,gene,POLN,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR1A,gene,POLR1A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR1B,gene,POLR1B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR1C,gene,POLR1C,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR1D,gene,POLR1D,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR1E,gene,POLR1E,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2A,gene,POLR2A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2B,gene,POLR2B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2C,gene,POLR2C,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2D,gene,POLR2D,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2E,gene,POLR2E,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2F,gene,POLR2F,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2G,gene,POLR2G,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2H,gene,POLR2H,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2I,gene,POLR2I,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR2L,gene,POLR2L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR3A,gene,POLR3A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR3B,gene,POLR3B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR3F,gene,POLR3F,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLR3K,gene,POLR3K,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POLRMT,gene,POLRMT,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POMP,gene,POMP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POP1,gene,POP1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POP4,gene,POP4,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POP5,gene,POP5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PORCN,gene,PORCN,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,POT1,gene,POT1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPA1,gene,PPA1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPAN,gene,PPAN,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPAN-P2RY11,gene,PPAN-P2RY11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPIE,gene,PPIE,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPIH,gene,PPIH,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPIL2,gene,PPIL2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPM1D,gene,PPM1D,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1CB,gene,PPP1CB,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1R11,gene,PPP1R11,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1R12A,gene,PPP1R12A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1R13L,gene,PPP1R13L,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1R35,gene,PPP1R35,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP1R3D,gene,PPP1R3D,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP2CA,gene,PPP2CA,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP2R1A,gene,PPP2R1A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP2R2A,gene,PPP2R2A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP2R5C,gene,PPP2R5C,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPP4R2,gene,PPP4R2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPTC7,gene,PPTC7,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PPWD1,gene,PPWD1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRC1,gene,PRC1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRDX1,gene,PRDX1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PREB,gene,PREB,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRELID1,gene,PRELID1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRIM1,gene,PRIM1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRIM2,gene,PRIM2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRKCSH,gene,PRKCSH,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRKRIR,gene,PRKRIR,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRMT5,gene,PRMT5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRNP,gene,PRNP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PROX2,gene,PROX2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF18,gene,PRPF18,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF19,gene,PRPF19,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF3,gene,PRPF3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF31,gene,PRPF31,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF38A,gene,PRPF38A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF38B,gene,PRPF38B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF4,gene,PRPF4,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF40A,gene,PRPF40A,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF4B,gene,PRPF4B,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF6,gene,PRPF6,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PRPF8,gene,PRPF8,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSAP,gene,PSAP,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA1,gene,PSMA1,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA2,gene,PSMA2,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA3,gene,PSMA3,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA4,gene,PSMA4,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA5,gene,PSMA5,NCBI
A549_CRISPRi,sensitivity_hit,gamma,Drug,gamma,AstraZeneca,PSMA6,gene,PSMA6,NCBI
